Date,Sales
31-12-2014,605.88
05-01-2015,61.584
19-01-2015,199.304
27-01-2015,181.986
27-01-2015,2803.92
03-02-2015,90.882
06-02-2015,1268.82
09-02-2015,203.92
28-02-2015,161.568
28-02-2015,389.696
01-03-2015,184.752
05-03-2015,383.607
05-03-2015,99.372
08-03-2015,860.93
13-03-2015,915.136
23-03-2015,107.772
29-03-2015,1166.92
30-03-2015,366.744
05-04-2015,892.224
16-04-2015,127.764
18-04-2015,89.99
18-04-2015,56.686
21-04-2015,191.96
25-04-2015,128.058
26-04-2015,831.936
26-04-2015,408.422
26-04-2015,63.936
27-04-2015,1267.53
30-04-2015,213.115
03-05-2015,844.116
08-05-2015,127.764
11-05-2015,191.968
14-05-2015,97.568
14-05-2015,722.352
24-05-2015,602.651
26-05-2015,105.686
26-05-2015,104.93
29-05-2015,317.058
31-05-2015,2567.84
05-06-2015,1522.638
11-06-2015,1123.92
16-06-2015,197.372
18-06-2015,643.136
26-06-2015,332.94
29-06-2015,117.882
02-07-2015,408.422
02-07-2015,382.116
03-07-2015,70.98
06-07-2015,170.352
11-07-2015,341.488
12-07-2015,383.607
13-07-2015,1931.04
14-07-2015,441.92
16-07-2015,1348.704
16-07-2015,700.152
16-07-2015,150.98
25-07-2015,561.568
26-07-2015,266.352
30-07-2015,155.88
02-08-2015,110.98
08-08-2015,144.784
21-08-2015,544.008
21-08-2015,598.458
25-08-2015,40.784
01-09-2015,60.74
03-09-2015,129.568
06-09-2015,271.764
07-09-2015,47.516
10-09-2015,179.886
13-09-2015,1516.2
13-09-2015,170.072
13-09-2015,717.72
15-09-2015,1056.86
17-09-2015,199.764
21-09-2015,601.536
21-09-2015,542.94
21-09-2015,1690.04
24-09-2015,517.5
24-09-2015,1408.1
25-09-2015,307.136
25-09-2015,102.582
04-10-2015,392.94
05-10-2015,291.168
09-10-2015,389.97
10-10-2015,362.136
13-10-2015,287.94
15-10-2015,2453.43
23-10-2015,240.784
23-10-2015,191.968
23-10-2015,842.352
24-10-2015,454.272
25-10-2015,291.1
25-10-2015,582.336
31-10-2015,323.136
01-11-2015,327.564
01-11-2015,205.164
02-11-2015,109.764
02-11-2015,2621.322
03-11-2015,1448.82
05-11-2015,207
07-11-2015,190.72
07-11-2015,715.2
08-11-2015,577.764
12-11-2015,523.92
12-11-2015,146.136
14-11-2015,883.84
14-11-2015,230.352
17-11-2015,225.568
17-11-2015,1323.9
20-11-2015,572.16
20-11-2015,344.372
21-11-2015,396.802
27-11-2015,283.92
29-11-2015,301.96
29-11-2015,1106.91
01-12-2015,2003.92
01-12-2015,2676.672
04-12-2015,364.41
04-12-2015,361.764
04-12-2015,384.174
05-12-2015,164.646
05-12-2015,97.424
06-12-2015,70.686
07-12-2015,283.92
10-12-2015,191.96
10-12-2015,542.94
12-12-2015,348.928
17-12-2015,302.94
17-12-2015,142.36
17-12-2015,546.66
22-12-2015,422.625
24-12-2015,883.84
26-12-2015,275.058
27-12-2015,212.058
21-01-2016,153.568
21-01-2016,1013.488
30-01-2016,435.168
03-02-2016,866.4
08-02-2016,241.5
16-02-2016,62.958
16-02-2016,227.96
16-02-2016,326.646
03-03-2016,563.43
09-03-2016,354.9
12-03-2016,770.352
13-03-2016,386.68
14-03-2016,196.784
15-03-2016,1352.032
15-03-2016,528.43
21-03-2016,528.43
22-03-2016,167.888
29-03-2016,844.116
31-03-2016,327.996
01-04-2016,1317.492
02-04-2016,1454.9
07-04-2016,658.746
08-04-2016,95.984
12-04-2016,638.288
12-04-2016,194.352
14-04-2016,383.8
14-04-2016,933.536
15-04-2016,1121.568
18-04-2016,344.372
24-04-2016,1325.76
26-04-2016,434.646
28-04-2016,41.568
02-05-2016,187.056
02-05-2016,366.744
07-05-2016,442.764
19-05-2016,641.96
26-05-2016,388.43
26-05-2016,484.704
27-05-2016,3504.9
28-05-2016,390.272
30-05-2016,801.568
31-05-2016,191.079
09-06-2016,122.352
12-06-2016,379.372
17-06-2016,319.41
17-06-2016,483.136
20-06-2016,161.568
25-06-2016,422.058
25-06-2016,85.246
27-06-2016,539.658
28-06-2016,121.96
02-07-2016,195.184
02-07-2016,528.43
07-07-2016,253.372
07-07-2016,287.968
08-07-2016,662.88
09-07-2016,408.006
15-07-2016,230.28
18-07-2016,544.008
18-07-2016,854.352
18-07-2016,140.81
21-07-2016,363.92
24-07-2016,253.764
25-07-2016,241.568
25-07-2016,403.56
12-08-2016,145.764
15-08-2016,225.296
21-08-2016,573.174
23-08-2016,532.704
26-08-2016,1024.716
26-08-2016,1603.136
30-08-2016,786.744
02-09-2016,215.976
05-09-2016,242.94
05-09-2016,347.802
05-09-2016,85.246
05-09-2016,71.246
05-09-2016,887.271
12-09-2016,466.768
12-09-2016,1059.12
12-09-2016,83.136
16-09-2016,121.78
17-09-2016,113.888
18-09-2016,350.98
18-09-2016,99.372
18-09-2016,631.782
18-09-2016,801.568
18-09-2016,885.528
19-09-2016,701.372
19-09-2016,872.32
20-09-2016,98.392
23-09-2016,368.97
23-09-2016,184.752
24-09-2016,155.372
24-09-2016,563.24
25-09-2016,201.96
25-09-2016,483.136
26-09-2016,747.558
26-09-2016,454.965
01-10-2016,194.848
03-10-2016,599.292
03-10-2016,915.136
10-10-2016,120.784
14-10-2016,102.592
18-10-2016,307.92
20-10-2016,56.686
20-10-2016,387.136
21-10-2016,242.136
27-10-2016,290.98
27-10-2016,427.644
31-10-2016,492.835
31-10-2016,368.97
31-10-2016,1403.92
03-11-2016,217.584
03-11-2016,470.155
04-11-2016,104.784
04-11-2016,650.352
05-11-2016,113.888
06-11-2016,81.424
06-11-2016,207.984
07-11-2016,1603.136
08-11-2016,731.94
11-11-2016,47.992
11-11-2016,245.646
11-11-2016,451.152
12-11-2016,1474.802
12-11-2016,1537.074
12-11-2016,449.372
14-11-2016,408.006
14-11-2016,380.058
18-11-2016,255.108
18-11-2016,301.96
20-11-2016,318.43
21-11-2016,195.136
21-11-2016,127.554
24-11-2016,1684.752
25-11-2016,194.352
28-11-2016,182.67
28-11-2016,347.802
30-11-2016,389.97
01-12-2016,172.5
01-12-2016,751.92
01-12-2016,248.43
01-12-2016,85.246
03-12-2016,542.646
03-12-2016,29.98
05-12-2016,1951.84
08-12-2016,680.01
10-12-2016,321.568
10-12-2016,1424.9
11-12-2016,458.43
11-12-2016,403.92
11-12-2016,363.92
14-12-2016,81.424
16-12-2016,563.92
18-12-2016,563.94
25-12-2016,698.352
25-12-2016,47.968
25-12-2016,866.646
25-12-2016,2563.056
26-12-2016,146.352
26-12-2016,212.94
27-12-2016,845.488
29-12-2016,754.45
30-12-2016,170.786
01-01-2017,310.744
16-01-2017,302.67
19-01-2017,887.271
20-01-2017,207.846
30-01-2017,120.784
30-01-2017,419.136
11-02-2017,963.136
16-02-2017,600.558
17-02-2017,899.43
25-02-2017,196.784
26-02-2017,892.224
03-03-2017,180.98
03-03-2017,170.352
13-03-2017,89.768
21-03-2017,1805.88
24-03-2017,207.846
24-03-2017,271.764
25-03-2017,90.99
25-03-2017,1526.56
25-03-2017,368.97
27-03-2017,600.558
27-03-2017,211.246
01-04-2017,218.352
13-04-2017,436.704
17-04-2017,218.352
20-04-2017,317.058
21-04-2017,908.82
01-05-2017,2803.92
07-05-2017,1458.65
07-05-2017,26.64
07-05-2017,476.8
08-05-2017,47.992
08-05-2017,128.058
09-05-2017,207
13-05-2017,458.43
14-05-2017,899.43
14-05-2017,261.96
15-05-2017,42.624
15-05-2017,220.96
19-05-2017,681.408
19-05-2017,314.352
20-05-2017,518.272
22-05-2017,181.986
28-05-2017,301.96
28-05-2017,106.869
01-06-2017,1925.88
11-06-2017,280.792
12-06-2017,858.24
13-06-2017,470.302
13-06-2017,291.136
15-06-2017,698.352
16-06-2017,301.96
16-06-2017,1212.96
19-06-2017,760.116
22-06-2017,487.96
24-06-2017,172.764
26-06-2017,273.552
27-06-2017,191.646
30-06-2017,569.058
06-07-2017,239.24
06-07-2017,122.136
15-07-2017,664.146
16-07-2017,71.372
16-07-2017,242.352
18-07-2017,161.568
18-07-2017,311.976
18-07-2017,198.744
20-07-2017,182.94
20-07-2017,163.764
21-07-2017,225.296
22-07-2017,526.344
26-07-2017,362.352
27-07-2017,194.848
29-07-2017,302.67
07-08-2017,207.184
12-08-2017,1779.9
13-08-2017,423.648
17-08-2017,462.564
17-08-2017,74.592
17-08-2017,4416.174
21-08-2017,866.4
21-08-2017,388.704
27-08-2017,230.28
31-08-2017,569.568
01-09-2017,498.26
02-09-2017,1282.41
02-09-2017,215.976
03-09-2017,90.801
03-09-2017,181.764
04-09-2017,97.184
07-09-2017,161.568
08-09-2017,213.43
09-09-2017,141.372
09-09-2017,243.92
10-09-2017,362.352
11-09-2017,2054.272
11-09-2017,177.568
14-09-2017,113.372
14-09-2017,589.41
15-09-2017,184.752
15-09-2017,218.352
15-09-2017,512.96
17-09-2017,723.92
17-09-2017,318.43
20-09-2017,272.646
20-09-2017,80.991
20-09-2017,2888.127
20-09-2017,2254.41
23-09-2017,594.816
24-09-2017,603.92
24-09-2017,520.464
25-09-2017,488.646
25-09-2017,269.97
26-09-2017,419.136
29-09-2017,63.686
29-09-2017,72.784
01-10-2017,451.152
01-10-2017,108.608
05-10-2017,221.382
05-10-2017,435.168
08-10-2017,145.764
09-10-2017,254.058
10-10-2017,239.358
12-10-2017,254.604
21-10-2017,683.952
21-10-2017,478.48
22-10-2017,579.136
30-10-2017,71.992
30-10-2017,97.568
30-10-2017,614.272
30-10-2017,33.94
02-11-2017,975.92
02-11-2017,155.372
03-11-2017,307.136
05-11-2017,128.124
06-11-2017,127.372
06-11-2017,449.568
07-11-2017,272.97
09-11-2017,215.976
09-11-2017,523.392
10-11-2017,899.136
10-11-2017,241.424
12-11-2017,113.888
13-11-2017,2404.704
14-11-2017,321.568
18-11-2017,127.386
19-11-2017,233.058
19-11-2017,305.312
19-11-2017,191.058
20-11-2017,283.92
20-11-2017,209.568
24-11-2017,977.292
25-11-2017,853.93
25-11-2017,701.96
26-11-2017,828.6
29-11-2017,390.368
30-11-2017,1242.9
30-11-2017,1079.316
01-12-2017,317.058
01-12-2017,897.15
01-12-2017,398.972
02-12-2017,1159.056
02-12-2017,701.96
02-12-2017,906.68
04-12-2017,188.552
04-12-2017,239.96
04-12-2017,182.22
04-12-2017,302.94
08-12-2017,113.568
08-12-2017,215.544
09-12-2017,872.94
11-12-2017,63.686
11-12-2017,520.464
11-12-2017,64.784
16-12-2017,81.568
16-12-2017,97.184
17-12-2017,504.9
18-12-2017,1141.938
22-12-2017,1586.69
22-12-2017,141.96
24-12-2017,271.764
24-12-2017,232.88
24-12-2017,842.376
25-12-2017,304.45
28-12-2017,340.704
28-12-2017,113.372
29-12-2017,393.568
29-12-2017,1207.84
29-12-2017,300.98
29-12-2017,258.75
